match_type,venue,team1,team2,toss_winner,toss_decision,winner,result,result_margin,target_runs,target_overs,umpire1,umpire2,batting_avg,runs,bowling_avg,wickets
League,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,Kolkata Knight Riders,wickets,8.0,125.0,20.0,JD Cloete,RJ Tucker,27.93,4217.0,0.0,0.0
League,Feroz Shah Kotla,Delhi Daredevils,Deccan Chargers,Deccan Chargers,bat,Delhi Daredevils,wickets,5.0,158.0,20.0,BF Bowden,SK Tarapore,27.81,1001.0,31.14,7.0
League,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Pune Warriors,Pune Warriors,field,Chennai Super Kings,runs,13.0,165.0,20.0,Asad Rauf,S Das,1.0,5.0,24.4,5.0
League,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,5.0,164.0,20.0,S Ravi,RJ Tucker,35.44,4997.0,41.94,18.0
League,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,Chennai Super Kings,wickets,7.0,147.0,20.0,Aleem Dar,BNJ Oxenford,31.22,3403.0,160000.0,0.0
League,Feroz Shah Kotla,Delhi Daredevils,Pune Warriors,Delhi Daredevils,field,Pune Warriors,runs,20.0,193.0,20.0,Asad Rauf,S Das,23.67,1349.0,37.0,10.0
League,Wankhede Stadium,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,Kings XI Punjab,wickets,6.0,164.0,20.0,S Ravi,RJ Tucker,36.07,2489.0,0.0,0.0
League,Barabati Stadium,Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,5.0,127.0,20.0,BF Bowden,SK Tarapore,3.26,124.0,45.04,25.0
League,Sawai Mansingh Stadium,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,Royal Challengers Bangalore,runs,46.0,190.0,20.0,Asad Rauf,S Asnani,30.48,5181.0,0.0,0.0
League,Subrata Roy Sahara Stadium,Pune Warriors,Delhi Daredevils,Pune Warriors,bat,Delhi Daredevils,wickets,8.0,147.0,20.0,S Ravi,RJ Tucker,26.23,2728.0,39.33,6.0
League,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,Mumbai Indians,wickets,4.0,169.0,20.0,Aleem Dar,BNJ Oxenford,24.22,4190.0,0.0,0.0
League,Subrata Roy Sahara Stadium,Pune Warriors,Deccan Chargers,Deccan Chargers,bat,Deccan Chargers,runs,18.0,178.0,20.0,S Ravi,RJ Tucker,21.58,971.0,85.99,1.0
League,Feroz Shah Kotla,Delhi Daredevils,Mumbai Indians,Mumbai Indians,field,Delhi Daredevils,runs,37.0,208.0,20.0,Aleem Dar,BNJ Oxenford,26.23,2728.0,39.33,6.0
League,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,bat,Kings XI Punjab,runs,7.0,157.0,20.0,BF Bowden,SK Tarapore,18.0,1692.0,260000.0,0.0
League,Eden Gardens,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,47.0,191.0,20.0,Asad Rauf,BR Doctrove,27.93,4217.0,0.0,0.0
League,Feroz Shah Kotla,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,Delhi Daredevils,runs,1.0,153.0,20.0,S Ravi,RJ Tucker,26.23,2728.0,39.33,6.0
League,Wankhede Stadium,Mumbai Indians,Deccan Chargers,Mumbai Indians,field,Mumbai Indians,wickets,5.0,101.0,20.0,AK Chaudhary,BNJ Oxenford,1.76,167.0,26.63,97.0
League,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Kolkata Knight Riders,wickets,5.0,140.0,20.0,BF Bowden,C Shamshuddin,27.93,4217.0,0.0,0.0
League,Barabati Stadium,Deccan Chargers,Pune Warriors,Deccan Chargers,bat,Deccan Chargers,runs,13.0,187.0,20.0,Aleem Dar,AK Chaudhary,24.81,1687.0,0.0,0.0
League,Sawai Mansingh Stadium,Rajasthan Royals,Delhi Daredevils,Rajasthan Royals,bat,Delhi Daredevils,wickets,6.0,142.0,20.0,JD Cloete,SJA Taufel,7.93,365.0,28.06,34.0
League,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,wickets,4.0,159.0,20.0,BF Bowden,C Shamshuddin,16.87,388.0,24.38,29.0
League,Subrata Roy Sahara Stadium,Pune Warriors,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,1.0,121.0,20.0,Asad Rauf,S Asnani,0.72,88.0,20.51,170.0
League,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,Chennai Super Kings,runs,10.0,161.0,20.0,HDPK Dharmasena,BNJ Oxenford,27.68,5536.0,45.56,25.0
League,Eden Gardens,Kolkata Knight Riders,Pune Warriors,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,7.0,151.0,20.0,BF Bowden,SK Tarapore,6.93,1025.0,25.7,152.0
League,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,runs,43.0,178.0,20.0,JD Cloete,SJA Taufel,26.76,3880.0,29.8,92.0
League,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,Mumbai Indians,field,Mumbai Indians,wickets,2.0,174.0,20.0,Asad Rauf,S Asnani,26.21,2385.0,31.73,26.0
League,M Chinnaswamy Stadium,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,5.0,182.0,20.0,HDPK Dharmasena,BNJ Oxenford,30.48,5181.0,0.0,0.0
League,Feroz Shah Kotla,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,Kolkata Knight Riders,wickets,6.0,154.0,20.0,JD Cloete,S Ravi,24.77,2427.0,36.12,65.0
League,Subrata Roy Sahara Stadium,Pune Warriors,Rajasthan Royals,Pune Warriors,bat,Rajasthan Royals,wickets,7.0,126.0,20.0,Asad Rauf,BR Doctrove,26.76,3880.0,29.8,92.0
League,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Kings XI Punjab,Deccan Chargers,field,Kings XI Punjab,runs,25.0,171.0,20.0,HDPK Dharmasena,BNJ Oxenford,18.0,1692.0,260000.0,0.0
League,Wankhede Stadium,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,9.0,142.0,20.0,BF Bowden,VA Kulkarni,35.44,4997.0,41.94,18.0
League,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Delhi Daredevils,Deccan Chargers,bat,Delhi Daredevils,wickets,9.0,188.0,20.0,JD Cloete,SJA Taufel,36.31,5883.0,20000.0,0.0
League,Sawai Mansingh Stadium,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,4.0,127.0,20.0,BNJ Oxenford,C Shamshuddin,,,,
League,Subrata Roy Sahara Stadium,Pune Warriors,Royal Challengers Bangalore,Pune Warriors,field,Royal Challengers Bangalore,runs,35.0,174.0,20.0,BF Bowden,SK Tarapore,35.44,4997.0,41.94,18.0
League,Eden Gardens,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,27.0,183.0,20.0,S Ravi,SJA Taufel,26.61,5881.0,30.8,15.0
League,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,field,Chennai Super Kings,wickets,9.0,115.0,20.0,S Das,BR Doctrove,,,,
League,Sawai Mansingh Stadium,Rajasthan Royals,Pune Warriors,Rajasthan Royals,bat,Rajasthan Royals,runs,45.0,171.0,20.0,BF Bowden,SK Tarapore,0.33,4.0,22.27,11.0
League,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Deccan Chargers,Deccan Chargers,bat,Kings XI Punjab,wickets,4.0,191.0,20.0,HDPK Dharmasena,BNJ Oxenford,21.67,1322.0,60.62,8.0
League,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,5.0,172.0,20.0,S Das,BR Doctrove,24.22,4190.0,0.0,0.0
League,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,5.0,159.0,20.0,JD Cloete,SJA Taufel,34.09,1977.0,0.0,0.0
League,Feroz Shah Kotla,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,bat,Delhi Daredevils,wickets,5.0,137.0,20.0,HDPK Dharmasena,BNJ Oxenford,1.34,177.0,29.93,135.0
League,Wankhede Stadium,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Kolkata Knight Riders,runs,32.0,141.0,20.0,S Das,BR Doctrove,6.93,1025.0,25.7,152.0
League,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,field,Kings XI Punjab,wickets,6.0,121.0,20.0,VA Kulkarni,SK Tarapore,25.86,2069.0,0.0,1.0
League,Feroz Shah Kotla,Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils,field,Royal Challengers Bangalore,runs,21.0,216.0,20.0,HDPK Dharmasena,C Shamshuddin,35.44,4997.0,41.94,18.0
League,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Rajasthan Royals,Rajasthan Royals,bat,Deccan Chargers,wickets,5.0,127.0,20.0,S Ravi,SJA Taufel,1.76,167.0,26.63,97.0
League,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,Delhi Daredevils,wickets,6.0,142.0,20.0,BF Bowden,VA Kulkarni,1.34,177.0,29.93,135.0
League,Subrata Roy Sahara Stadium,Pune Warriors,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,34.0,137.0,20.0,S Asnani,BR Doctrove,11.2,795.0,29.59,63.0
League,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Deccan Chargers,runs,9.0,133.0,20.0,S Ravi,SJA Taufel,1.76,167.0,26.63,97.0
League,Sawai Mansingh Stadium,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,Mumbai Indians,wickets,10.0,163.0,20.0,HDPK Dharmasena,C Shamshuddin,26.21,2385.0,31.73,26.0
Qualifier,Subrata Roy Sahara Stadium,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,18.0,163.0,20.0,BR Doctrove,SJA Taufel,20.01,3222.0,34.36,42.0
Eliminator,M Chinnaswamy Stadium,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Chennai Super Kings,runs,38.0,188.0,20.0,BF Bowden,HDPK Dharmasena,24.28,4978.0,0.0,0.0
Qualifier,"MA Chidambaram Stadium, Chepauk",Delhi Daredevils,Chennai Super Kings,Delhi Daredevils,field,Chennai Super Kings,runs,86.0,223.0,20.0,BR Doctrove,SJA Taufel,24.94,2619.0,490000.0,0.0
Final,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,bat,Kolkata Knight Riders,wickets,5.0,191.0,20.0,BF Bowden,SJA Taufel,20.46,798.0,0.0,0.0
League,Eden Gardens,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,6.0,129.0,20.0,S Ravi,SJA Taufel,6.93,1025.0,25.7,152.0
League,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Royal Challengers Bangalore,runs,2.0,157.0,20.0,VA Kulkarni,C Shamshuddin,35.44,4997.0,41.94,18.0
League,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Pune Warriors,Pune Warriors,field,Sunrisers Hyderabad,runs,22.0,127.0,20.0,S Ravi,SJA Taufel,2.35,362.0,24.23,166.0
League,Feroz Shah Kotla,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,runs,5.0,166.0,20.0,S Das,C Shamshuddin,26.51,2174.0,0.0,0.0
League,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,149.0,20.0,M Erasmus,VA Kulkarni,19.2,3437.0,31.88,69.0
League,Subrata Roy Sahara Stadium,Pune Warriors,Kings XI Punjab,Pune Warriors,bat,Kings XI Punjab,wickets,8.0,100.0,20.0,S Asnani,SJA Taufel,21.46,1073.0,0.0,0.0
League,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Sunrisers Hyderabad,tie,-1.0,131.0,20.0,AK Chaudhary,S Ravi,12.35,284.0,48.0,1.0
League,Sawai Mansingh Stadium,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Rajasthan Royals,runs,19.0,145.0,20.0,Aleem Dar,S Das,0.55,42.0,29.91,65.0
League,Wankhede Stadium,Mumbai Indians,Delhi Daredevils,Mumbai Indians,bat,Mumbai Indians,runs,44.0,210.0,20.0,M Erasmus,VA Kulkarni,21.14,4377.0,0.0,0.0
League,M Chinnaswamy Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Royal Challengers Bangalore,wickets,7.0,162.0,20.0,S Ravi,SJA Taufel,30.71,6634.0,92.75,4.0
League,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,10.0,139.0,20.0,Aleem Dar,C Shamshuddin,34.09,1977.0,0.0,0.0
League,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,8.0,155.0,20.0,Asad Rauf,AK Chaudhary,35.44,4997.0,41.94,18.0
League,Subrata Roy Sahara Stadium,Pune Warriors,Rajasthan Royals,Rajasthan Royals,bat,Pune Warriors,wickets,7.0,146.0,20.0,M Erasmus,K Srinath,23.24,2092.0,66.99,1.0
League,Feroz Shah Kotla,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,bat,Sunrisers Hyderabad,wickets,3.0,115.0,20.0,Aleem Dar,Subroto Das,2.35,362.0,24.23,166.0
League,Wankhede Stadium,Mumbai Indians,Pune Warriors,Mumbai Indians,bat,Mumbai Indians,runs,41.0,184.0,20.0,S Ravi,SJA Taufel,26.61,5881.0,30.8,15.0
League,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,field,Chennai Super Kings,wickets,4.0,166.0,20.0,Asad Rauf,AK Chaudhary,12.39,2502.0,31.17,132.0
League,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,48.0,181.0,20.0,M Erasmus,VA Kulkarni,27.93,4217.0,0.0,0.0
League,Sawai Mansingh Stadium,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,field,Rajasthan Royals,wickets,6.0,125.0,20.0,Aleem Dar,C Shamshuddin,8.78,527.0,30.31,61.0
League,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Pune Warriors,Pune Warriors,bat,Pune Warriors,runs,24.0,160.0,20.0,Asad Rauf,AK Chaudhary,26.83,2495.0,50000.0,0.0
League,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,Kings XI Punjab,runs,4.0,158.0,20.0,CK Nandan,SJA Taufel,2.25,99.0,35.59,37.0
League,M Chinnaswamy Stadium,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,field,Royal Challengers Bangalore,tie,-1.0,153.0,20.0,M Erasmus,VA Kulkarni,30.71,6634.0,92.75,4.0
League,Maharashtra Cricket Association Stadium,Pune Warriors,Sunrisers Hyderabad,Pune Warriors,field,Sunrisers Hyderabad,runs,11.0,120.0,20.0,Asad Rauf,AK Chaudhary,2.35,362.0,24.23,166.0
League,Sawai Mansingh Stadium,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,Rajasthan Royals,runs,87.0,180.0,20.0,Aleem Dar,C Shamshuddin,27.53,4074.0,5.0,1.0
League,Feroz Shah Kotla,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,runs,86.0,170.0,20.0,M Erasmus,VA Kulkarni,34.09,1977.0,0.0,0.0
League,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,bat,Sunrisers Hyderabad,wickets,5.0,124.0,20.0,HDPK Dharmasena,CK Nandan,12.35,284.0,48.0,1.0
League,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,Chennai Super Kings,wickets,4.0,120.0,20.0,Asad Rauf,AK Chaudhary,12.39,2502.0,31.17,132.0
League,M Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,7.0,118.0,20.0,Aleem Dar,C Shamshuddin,2.98,310.0,28.96,105.0
League,Feroz Shah Kotla,Delhi Daredevils,Mumbai Indians,Mumbai Indians,bat,Delhi Daredevils,wickets,9.0,162.0,20.0,HDPK Dharmasena,S Ravi,26.23,2728.0,39.33,6.0
League,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Pune Warriors,Kings XI Punjab,field,Kings XI Punjab,wickets,7.0,186.0,20.0,M Erasmus,K Srinath,24.31,2455.0,0.0,0.0
League,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,Chennai Super Kings,wickets,5.0,186.0,20.0,S Asnani,AK Chaudhary,34.09,1977.0,0.0,0.0
League,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,Pune Warriors,field,Royal Challengers Bangalore,runs,130.0,264.0,20.0,Aleem Dar,C Shamshuddin,35.44,4997.0,41.94,18.0
League,Feroz Shah Kotla,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,wickets,5.0,121.0,20.0,VA Kulkarni,K Srinath,0.64,18.0,27.67,27.0
League,Eden Gardens,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,Mumbai Indians,wickets,5.0,160.0,20.0,HDPK Dharmasena,S Ravi,26.21,2385.0,31.73,26.0
League,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Chennai Super Kings,wickets,5.0,160.0,20.0,Aleem Dar,S Das,24.28,4978.0,0.0,0.0
League,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,bat,Kolkata Knight Riders,wickets,6.0,150.0,20.0,CK Nandan,S Ravi,24.77,2427.0,36.12,65.0
League,Sawai Mansingh Stadium,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Rajasthan Royals,wickets,8.0,145.0,20.0,VA Kulkarni,K Srinath,8.78,527.0,30.31,61.0
League,Wankhede Stadium,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,Mumbai Indians,runs,58.0,195.0,20.0,Asad Rauf,S Asnani,26.21,2385.0,31.73,26.0
League,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Chennai Super Kings,runs,14.0,201.0,20.0,Aleem Dar,SJA Taufel,34.09,1977.0,0.0,0.0
League,Shaheed Veer Narayan Singh International Stadium,Delhi Daredevils,Pune Warriors,Pune Warriors,field,Delhi Daredevils,runs,15.0,165.0,20.0,CK Nandan,S Ravi,36.31,5883.0,20000.0,0.0
League,Sawai Mansingh Stadium,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,Rajasthan Royals,wickets,4.0,172.0,20.0,M Erasmus,K Srinath,26.51,3526.0,0.0,0.0
League,Wankhede Stadium,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,Mumbai Indians,runs,4.0,175.0,20.0,Asad Rauf,AK Chaudhary,26.61,5881.0,30.8,15.0
League,Subrata Roy Sahara Stadium,Pune Warriors,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,runs,37.0,165.0,20.0,S Das,SJA Taufel,24.28,4978.0,0.0,0.0
League,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,bat,Sunrisers Hyderabad,wickets,7.0,130.0,20.0,Asad Rauf,S Asnani,0.59,55.0,38.6,72.0
League,Shaheed Veer Narayan Singh International Stadium,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,bat,Delhi Daredevils,wickets,7.0,137.0,20.0,HDPK Dharmasena,CK Nandan,36.31,5883.0,20000.0,0.0
League,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,Chennai Super Kings,runs,15.0,187.0,20.0,M Erasmus,VA Kulkarni,27.68,5536.0,45.56,25.0
League,Subrata Roy Sahara Stadium,Pune Warriors,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,runs,17.0,188.0,20.0,Aleem Dar,C Shamshuddin,30.48,5181.0,0.0,0.0
League,Eden Gardens,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,Kolkata Knight Riders,wickets,8.0,133.0,20.0,HDPK Dharmasena,CK Nandan,20.01,3222.0,34.36,42.0
League,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Delhi Daredevils,Delhi Daredevils,bat,Sunrisers Hyderabad,wickets,6.0,81.0,20.0,Asad Rauf,S Asnani,13.41,295.0,32.18,11.0
League,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,Mumbai Indians,runs,60.0,140.0,20.0,HDPK Dharmasena,CK Nandan,3.09,167.0,28.06,62.0
League,Sawai Mansingh Stadium,Rajasthan Royals,Pune Warriors,Pune Warriors,bat,Rajasthan Royals,wickets,5.0,179.0,20.0,C Shamshuddin,RJ Tucker,27.53,4074.0,5.0,1.0
League,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,field,Kings XI Punjab,wickets,6.0,191.0,20.0,VA Kulkarni,NJ Llong,24.31,2455.0,0.0,0.0
League,Sawai Mansingh Stadium,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,bat,Rajasthan Royals,wickets,9.0,155.0,20.0,Aleem Dar,RJ Tucker,27.53,4074.0,5.0,1.0
League,Wankhede Stadium,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,Mumbai Indians,runs,65.0,171.0,20.0,HDPK Dharmasena,S Ravi,29.92,2334.0,590000.0,0.0
League,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,field,Chennai Super Kings,runs,77.0,224.0,20.0,S Das,NJ Llong,27.68,5536.0,45.56,25.0
League,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,8.0,146.0,20.0,HDPK Dharmasena,S Ravi,4.64,116.0,23.91,33.0
League,Subrata Roy Sahara Stadium,Pune Warriors,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,46.0,153.0,20.0,Asad Rauf,S Asnani,27.93,4217.0,0.0,0.0
League,Feroz Shah Kotla,Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils,field,Royal Challengers Bangalore,runs,4.0,184.0,20.0,NJ Llong,K Srinath,1.82,164.0,30.84,91.0
League,Subrata Roy Sahara Stadium,Pune Warriors,Mumbai Indians,Pune Warriors,bat,Mumbai Indians,wickets,5.0,113.0,20.0,Asad Rauf,AK Chaudhary,3.09,167.0,28.06,62.0
League,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,field,Sunrisers Hyderabad,runs,30.0,151.0,20.0,S Das,RJ Tucker,20.94,2848.0,0.0,0.0
League,JSCA International Stadium Complex,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,5.0,116.0,20.0,NJ Llong,K Srinath,24.77,2427.0,36.12,65.0
League,Sawai Mansingh Stadium,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,Rajasthan Royals,wickets,5.0,142.0,20.0,HDPK Dharmasena,CK Nandan,26.76,3880.0,29.8,92.0
League,Wankhede Stadium,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Mumbai Indians,wickets,7.0,179.0,20.0,AK Chaudhary,SJA Taufel,19.2,3437.0,31.88,69.0
League,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,wickets,7.0,175.0,20.0,HDPK Dharmasena,S Ravi,25.86,2069.0,0.0,1.0
League,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,Chennai Super Kings,runs,33.0,169.0,20.0,C Shamshuddin,RJ Tucker,24.28,4978.0,0.0,0.0
League,JSCA International Stadium Complex,Kolkata Knight Riders,Pune Warriors,Kolkata Knight Riders,field,Pune Warriors,runs,7.0,171.0,20.0,NJ Llong,K Srinath,24.71,3657.0,0.0,0.0
League,Wankhede Stadium,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Mumbai Indians,runs,14.0,167.0,20.0,Asad Rauf,S Asnani,12.56,339.0,0.0,0.0
League,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,Kings XI Punjab,runs,7.0,172.0,20.0,HDPK Dharmasena,S Ravi,24.31,2455.0,0.0,0.0
League,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,runs,23.0,137.0,20.0,Asad Rauf,AK Chaudhary,2.35,362.0,24.23,166.0
League,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,Kings XI Punjab,runs,50.0,184.0,20.0,HDPK Dharmasena,CK Nandan,16.87,388.0,24.38,29.0
League,M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,Royal Challengers Bangalore,runs,24.0,107.0,8.0,C Shamshuddin,RJ Tucker,30.71,6634.0,92.75,4.0
League,Subrata Roy Sahara Stadium,Pune Warriors,Delhi Daredevils,Pune Warriors,bat,Pune Warriors,runs,38.0,173.0,20.0,NJ Llong,SJA Taufel,15.14,106.0,62.5,2.0
League,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,bat,Sunrisers Hyderabad,wickets,5.0,131.0,20.0,Asad Rauf,S Asnani,20.94,2848.0,0.0,0.0
Qualifier,Feroz Shah Kotla,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,Chennai Super Kings,runs,48.0,193.0,20.0,NJ Llong,RJ Tucker,34.09,1977.0,0.0,0.0
Eliminator,Feroz Shah Kotla,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Rajasthan Royals,wickets,4.0,133.0,20.0,S Ravi,RJ Tucker,22.22,1400.0,18.24,17.0
