match_type,venue,team1,team2,toss_winner,toss_decision,winner,result,result_margin,target_runs,target_overs,umpire1,umpire2,batting_avg,runs,bowling_avg,wickets
League,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,runs,140.0,223.0,20.0,Asad Rauf,RE Koertzen,26.44,2882.0,0.0,0.0
League,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,runs,33.0,241.0,20.0,MR Benson,SL Shastri,34.09,1977.0,0.0,0.0
League,Feroz Shah Kotla,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,bat,Delhi Daredevils,wickets,9.0,130.0,20.0,Aleem Dar,GA Pratapkumar,8.85,177.0,19.7,27.0
League,Wankhede Stadium,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,Royal Challengers Bangalore,wickets,5.0,166.0,20.0,SJ Davis,DJ Harper,17.13,394.0,0.0,0.0
League,Eden Gardens,Kolkata Knight Riders,Deccan Chargers,Deccan Chargers,bat,Kolkata Knight Riders,wickets,5.0,111.0,20.0,BF Bowden,K Hariharan,21.67,1322.0,60.62,8.0
League,Sawai Mansingh Stadium,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,bat,Rajasthan Royals,wickets,6.0,167.0,20.0,Aleem Dar,RB Tiffin,26.76,3880.0,29.8,92.0
League,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Delhi Daredevils,Deccan Chargers,bat,Delhi Daredevils,wickets,9.0,143.0,20.0,IL Howell,AM Saheba,26.23,2728.0,39.33,6.0
League,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Chennai Super Kings,runs,6.0,209.0,20.0,DJ Harper,GA Pratapkumar,34.59,1107.0,0.0,0.0
League,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,3.0,215.0,20.0,Asad Rauf,MR Benson,20.01,3222.0,34.36,42.0
League,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,Kings XI Punjab,runs,66.0,183.0,20.0,Aleem Dar,AM Saheba,24.81,1687.0,0.0,0.0
League,M Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,7.0,136.0,20.0,MR Benson,IL Howell,26.76,3880.0,29.8,92.0
League,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,Chennai Super Kings,wickets,9.0,148.0,20.0,BF Bowden,AV Jayaprakash,7.07,106.0,40.22,9.0
League,Dr DY Patil Sports Academy,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,Deccan Chargers,wickets,10.0,155.0,20.0,Asad Rauf,SL Shastri,25.86,2069.0,0.0,1.0
League,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,bat,Kings XI Punjab,wickets,4.0,159.0,20.0,RE Koertzen,I Shivram,21.91,241.0,0.0,0.0
League,M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,runs,13.0,179.0,20.0,BR Doctrove,RB Tiffin,24.28,4978.0,0.0,0.0
League,Eden Gardens,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,Mumbai Indians,wickets,7.0,138.0,20.0,BF Bowden,AV Jayaprakash,25.6,768.0,30.46,13.0
League,Feroz Shah Kotla,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Delhi Daredevils,runs,10.0,192.0,20.0,Aleem Dar,I Shivram,0.29,4.0,30.5,12.0
League,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,wickets,7.0,165.0,20.0,BR Doctrove,RB Tiffin,36.07,2489.0,0.0,0.0
League,Sawai Mansingh Stadium,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,Rajasthan Royals,runs,45.0,197.0,20.0,RE Koertzen,GA Pratapkumar,22.26,423.0,0.0,0.0
League,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,Delhi Daredevils,wickets,8.0,170.0,20.0,BF Bowden,K Hariharan,26.23,2728.0,39.33,6.0
League,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,Kings XI Punjab,runs,9.0,179.0,20.0,DJ Harper,I Shivram,11.27,1150.0,33.89,80.0
League,M Chinnaswamy Stadium,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,field,Royal Challengers Bangalore,runs,3.0,157.0,20.0,BR Doctrove,SL Shastri,2.86,340.0,37.13,90.0
League,Dr DY Patil Sports Academy,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,Mumbai Indians,runs,29.0,163.0,20.0,IL Howell,RE Koertzen,11.31,147.0,27.91,11.0
League,Sawai Mansingh Stadium,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,bat,Rajasthan Royals,wickets,8.0,110.0,20.0,Asad Rauf,AV Jayaprakash,3.27,36.0,12.5,22.0
League,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,wickets,6.0,127.0,20.0,SJ Davis,BR Doctrove,0.77,34.0,30.52,40.0
League,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,Deccan Chargers,wickets,7.0,145.0,20.0,MR Benson,RB Tiffin,25.86,2069.0,0.0,1.0
League,Dr DY Patil Sports Academy,Mumbai Indians,Rajasthan Royals,Mumbai Indians,field,Mumbai Indians,wickets,7.0,104.0,20.0,DJ Harper,RE Koertzen,0.47,41.0,23.93,106.0
League,Feroz Shah Kotla,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,4.0,188.0,20.0,Aleem Dar,RB Tiffin,24.28,4978.0,0.0,0.0
League,Eden Gardens,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,5.0,130.0,16.0,Asad Rauf,IL Howell,23.67,1349.0,37.0,10.0
League,Sawai Mansingh Stadium,Rajasthan Royals,Deccan Chargers,Rajasthan Royals,field,Rajasthan Royals,wickets,8.0,141.0,20.0,MR Benson,AM Saheba,20.01,3222.0,34.36,42.0
League,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,field,Chennai Super Kings,runs,18.0,182.0,20.0,AV Jayaprakash,BG Jerling,0.49,36.0,27.41,76.0
League,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,23.0,205.0,20.0,IL Howell,AM Saheba,23.67,1349.0,37.0,10.0
League,Sawai Mansingh Stadium,Rajasthan Royals,Delhi Daredevils,Rajasthan Royals,field,Rajasthan Royals,wickets,3.0,157.0,20.0,SJ Davis,RE Koertzen,26.76,3880.0,29.8,92.0
League,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Kings XI Punjab,wickets,9.0,144.0,20.0,BR Doctrove,I Shivram,36.07,2489.0,0.0,0.0
League,Eden Gardens,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,23.0,134.0,20.0,Asad Rauf,IL Howell,0.67,2.0,10.8,5.0
League,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,Mumbai Indians,field,Mumbai Indians,wickets,9.0,157.0,20.0,BR Doctrove,AM Saheba,25.6,768.0,30.46,13.0
League,Feroz Shah Kotla,Delhi Daredevils,Deccan Chargers,Deccan Chargers,field,Delhi Daredevils,runs,12.0,195.0,20.0,BG Jerling,GA Pratapkumar,2.35,362.0,24.23,166.0
League,Wankhede Stadium,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Mumbai Indians,wickets,8.0,68.0,20.0,BR Doctrove,DJ Harper,11.31,147.0,27.91,11.0
League,Feroz Shah Kotla,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,bat,Kings XI Punjab,runs,6.0,89.0,8.0,AV Jayaprakash,RE Koertzen,23.18,1808.0,0.0,0.0
League,Sawai Mansingh Stadium,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Rajasthan Royals,runs,65.0,198.0,20.0,BF Bowden,SL Shastri,25.48,739.0,0.0,0.0
League,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Mumbai Indians,Deccan Chargers,field,Mumbai Indians,runs,25.0,179.0,20.0,BR Doctrove,DJ Harper,9.75,1560.0,24.24,183.0
League,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,Chennai Super Kings,runs,3.0,53.0,8.0,Asad Rauf,K Hariharan,1.22,11.0,36.71,7.0
League,M Chinnaswamy Stadium,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,Delhi Daredevils,wickets,5.0,155.0,20.0,SJ Davis,GA Pratapkumar,13.95,293.0,0.0,0.0
League,Eden Gardens,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,6.0,148.0,20.0,BG Jerling,RE Koertzen,20.01,3222.0,34.36,42.0
League,Wankhede Stadium,Mumbai Indians,Kings XI Punjab,Mumbai Indians,field,Kings XI Punjab,runs,1.0,190.0,20.0,BF Bowden,GA Pratapkumar,36.07,2489.0,0.0,0.0
League,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,runs,14.0,127.0,20.0,DJ Harper,I Shivram,0.83,35.0,24.2,45.0
League,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Deccan Chargers,Kings XI Punjab,field,Kings XI Punjab,wickets,6.0,176.0,20.0,Asad Rauf,SJ Davis,36.07,2489.0,0.0,0.0
League,Feroz Shah Kotla,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,field,Delhi Daredevils,wickets,5.0,177.0,20.0,BF Bowden,K Hariharan,21.14,4377.0,0.0,0.0
League,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,runs,10.0,212.0,20.0,DJ Harper,SL Shastri,10.83,975.0,28.34,85.0
League,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,bat,Royal Challengers Bangalore,wickets,5.0,166.0,20.0,Asad Rauf,RE Koertzen,2.98,310.0,28.96,105.0
League,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,bat,Kolkata Knight Riders,wickets,3.0,175.0,20.0,SJ Davis,I Shivram,6.5,39.0,16.5,12.0
League,Sawai Mansingh Stadium,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,Rajasthan Royals,wickets,5.0,146.0,20.0,BF Bowden,K Hariharan,3.27,36.0,12.5,22.0
League,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Chennai Super Kings,Deccan Chargers,bat,Chennai Super Kings,wickets,7.0,148.0,20.0,BG Jerling,AM Saheba,27.68,5536.0,45.56,25.0
League,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,9.0,123.0,18.0,BF Bowden,AV Jayaprakash,0.4,4.0,18.0,17.0
League,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,Kings XI Punjab,runs,41.0,222.0,20.0,SJ Davis,K Hariharan,36.07,2489.0,0.0,0.0
Eliminator,Wankhede Stadium,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,field,Rajasthan Royals,runs,105.0,193.0,20.0,BF Bowden,RE Koertzen,26.76,3880.0,29.8,92.0
Eliminator,Wankhede Stadium,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,bat,Chennai Super Kings,wickets,9.0,113.0,20.0,Asad Rauf,DJ Harper,1.22,11.0,36.71,7.0
Final,Dr DY Patil Sports Academy,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,3.0,164.0,20.0,BF Bowden,RE Koertzen,20.01,3222.0,34.36,42.0
League,Newlands,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,field,Mumbai Indians,runs,19.0,166.0,20.0,BR Doctrove,K Hariharan,29.92,2334.0,590000.0,0.0
League,Newlands,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,runs,75.0,134.0,20.0,BR Doctrove,RB Tiffin,26.51,2174.0,0.0,0.0
League,Newlands,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,field,Delhi Daredevils,wickets,10.0,54.0,6.0,MR Benson,SD Ranade,3.56,121.0,31.93,28.0
League,Newlands,Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders,bat,Deccan Chargers,wickets,8.0,102.0,20.0,MR Benson,BR Doctrove,0.63,52.0,26.86,90.0
League,St George's Park,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,runs,92.0,180.0,20.0,BG Jerling,SJA Taufel,0.3,20.0,27.58,64.0
League,Kingsmead,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,runs,11.0,69.0,9.2,DJ Harper,SD Ranade,35.44,4997.0,41.94,18.0
League,Newlands,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,bat,Deccan Chargers,runs,24.0,185.0,20.0,M Erasmus,AM Saheba,25.86,2069.0,0.0,1.0
League,Kingsmead,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,bat,Delhi Daredevils,runs,9.0,190.0,20.0,BR Doctrove,SJA Taufel,30.48,5181.0,0.0,0.0
League,Newlands,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,Rajasthan Royals,tie,-1.0,151.0,20.0,MR Benson,M Erasmus,20.01,3222.0,34.36,42.0
League,Kingsmead,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,bat,Kings XI Punjab,wickets,7.0,169.0,20.0,BR Doctrove,TH Wijewardene,22.12,531.0,27.36,11.0
League,Kingsmead,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,Deccan Chargers,runs,12.0,169.0,20.0,HDPK Dharmasena,SJA Taufel,0.18,16.0,26.96,89.0
League,St George's Park,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,bat,Delhi Daredevils,wickets,6.0,150.0,20.0,S Asnani,BG Jerling,23.06,1153.0,73.6,5.0
League,Newlands,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,bat,Kings XI Punjab,runs,27.0,140.0,20.0,M Erasmus,K Hariharan,24.81,1687.0,0.0,0.0
League,Kingsmead,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,Deccan Chargers,wickets,6.0,166.0,20.0,IL Howell,TH Wijewardene,24.61,886.0,0.0,0.0
League,St George's Park,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,188.0,20.0,BG Jerling,RB Tiffin,29.92,2334.0,590000.0,0.0
League,SuperSport Park,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,Rajasthan Royals,wickets,5.0,144.0,20.0,GAV Baxter,RE Koertzen,20.01,3222.0,34.36,42.0
League,Kingsmead,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,bat,Royal Challengers Bangalore,wickets,5.0,140.0,20.0,MR Benson,TH Wijewardene,17.13,394.0,0.0,0.0
League,Kingsmead,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,Kings XI Punjab,runs,3.0,120.0,20.0,MR Benson,SL Shastri,24.81,1687.0,0.0,0.0
League,SuperSport Park,Deccan Chargers,Delhi Daredevils,Delhi Daredevils,field,Delhi Daredevils,wickets,6.0,149.0,20.0,GAV Baxter,AM Saheba,0.14,4.0,29.11,28.0
League,SuperSport Park,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,Chennai Super Kings,runs,38.0,165.0,20.0,GAV Baxter,RE Koertzen,27.68,5536.0,45.56,25.0
League,Buffalo Park,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,149.0,20.0,M Erasmus,SK Tarapore,25.68,2029.0,36.83,23.0
League,Kingsmead,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,runs,8.0,146.0,20.0,HDPK Dharmasena,S Ravi,21.35,2754.0,30.31,36.0
League,St George's Park,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,Rajasthan Royals,wickets,3.0,142.0,20.0,S Asnani,BG Jerling,20.01,3222.0,34.36,42.0
League,New Wanderers Stadium,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,Chennai Super Kings,runs,18.0,164.0,20.0,DJ Harper,RE Koertzen,0.49,28.0,31.36,47.0
League,St George's Park,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kings XI Punjab,wickets,6.0,154.0,20.0,S Asnani,MR Benson,23.18,1808.0,0.0,0.0
League,New Wanderers Stadium,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,bat,Royal Challengers Bangalore,wickets,9.0,150.0,20.0,RE Koertzen,TH Wijewardene,24.77,2427.0,36.12,65.0
League,Buffalo Park,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,Chennai Super Kings,runs,78.0,179.0,20.0,BR Doctrove,M Erasmus,24.28,4978.0,0.0,0.0
League,Kingsmead,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,field,Rajasthan Royals,runs,78.0,212.0,20.0,SS Hazare,IL Howell,25.48,739.0,0.0,0.0
League,Kingsmead,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,bat,Delhi Daredevils,wickets,9.0,155.0,20.0,GAV Baxter,IL Howell,27.93,4217.0,0.0,0.0
League,SuperSport Park,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,Deccan Chargers,runs,19.0,146.0,20.0,MR Benson,HDPK Dharmasena,26.61,5881.0,30.8,15.0
League,SuperSport Park,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,7.0,106.0,20.0,K Hariharan,DJ Harper,0.09,2.0,22.82,28.0
League,SuperSport Park,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,Chennai Super Kings,runs,12.0,187.0,18.0,DJ Harper,TH Wijewardene,34.59,1107.0,0.0,0.0
League,Buffalo Park,Delhi Daredevils,Mumbai Indians,Mumbai Indians,bat,Delhi Daredevils,wickets,7.0,117.0,20.0,M Erasmus,SK Tarapore,0.47,41.0,23.93,106.0
League,De Beers Diamond Oval,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,wickets,3.0,169.0,20.0,GAV Baxter,AM Saheba,23.18,1808.0,0.0,0.0
League,De Beers Diamond Oval,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,Chennai Super Kings,wickets,7.0,141.0,20.0,GAV Baxter,HDPK Dharmasena,22.17,1441.0,0.0,0.0
League,St George's Park,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,16.0,158.0,20.0,BR Doctrove,BG Jerling,25.68,2029.0,36.83,23.0
League,New Wanderers Stadium,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,field,Delhi Daredevils,wickets,7.0,124.0,20.0,SL Shastri,RB Tiffin,2.35,362.0,24.23,166.0
League,De Beers Diamond Oval,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,Deccan Chargers,runs,53.0,167.0,20.0,GAV Baxter,HDPK Dharmasena,26.21,2385.0,31.73,26.0
League,SuperSport Park,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,6.0,174.0,20.0,M Erasmus,SS Hazare,18.83,1017.0,240000.0,0.0
League,SuperSport Park,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,Mumbai Indians,wickets,8.0,120.0,20.0,SS Hazare,RE Koertzen,5.11,833.0,27.34,150.0
League,Kingsmead,Deccan Chargers,Delhi Daredevils,Deccan Chargers,field,Delhi Daredevils,runs,12.0,174.0,20.0,DJ Harper,SL Shastri,3.64,342.0,29.0,71.0
League,Kingsmead,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,Royal Challengers Bangalore,wickets,2.0,130.0,20.0,BR Doctrove,DJ Harper,18.83,1017.0,240000.0,0.0
League,Kingsmead,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,runs,2.0,146.0,20.0,BR Doctrove,DJ Harper,3.6,198.0,25.7,57.0
League,OUTsurance Oval,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,wickets,6.0,121.0,20.0,HDPK Dharmasena,IL Howell,3.26,124.0,45.04,25.0
League,St George's Park,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,Chennai Super Kings,wickets,7.0,148.0,20.0,SK Tarapore,SJA Taufel,34.59,1107.0,0.0,0.0
League,New Wanderers Stadium,Deccan Chargers,Kolkata Knight Riders,Deccan Chargers,field,Deccan Chargers,wickets,6.0,161.0,20.0,RE Koertzen,S Ravi,26.61,5881.0,30.8,15.0
League,New Wanderers Stadium,Deccan Chargers,Kings XI Punjab,Deccan Chargers,field,Kings XI Punjab,runs,1.0,135.0,20.0,S Ravi,RB Tiffin,21.35,2754.0,30.31,36.0
League,OUTsurance Oval,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,Delhi Daredevils,runs,14.0,151.0,20.0,SS Hazare,IL Howell,30.48,5181.0,0.0,0.0
League,SuperSport Park,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Kolkata Knight Riders,wickets,7.0,189.0,20.0,SJA Taufel,RB Tiffin,22.22,1400.0,18.24,17.0
League,New Wanderers Stadium,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,bat,Royal Challengers Bangalore,wickets,7.0,135.0,20.0,IL Howell,RB Tiffin,24.77,2427.0,36.12,65.0
League,Kingsmead,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,4.0,102.0,20.0,BG Jerling,SJA Taufel,9.42,405.0,30.53,15.0
League,Kingsmead,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,Chennai Super Kings,runs,24.0,117.0,20.0,BG Jerling,SJA Taufel,0.3,20.0,27.58,64.0
League,SuperSport Park,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,field,Delhi Daredevils,wickets,4.0,166.0,20.0,IL Howell,S Ravi,26.23,2728.0,39.33,6.0
League,SuperSport Park,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,runs,12.0,171.0,20.0,IL Howell,S Ravi,24.71,3657.0,0.0,0.0
Eliminator,SuperSport Park,Delhi Daredevils,Deccan Chargers,Deccan Chargers,field,Deccan Chargers,wickets,6.0,154.0,20.0,BR Doctrove,DJ Harper,25.86,2069.0,0.0,1.0
Eliminator,New Wanderers Stadium,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,6.0,147.0,20.0,RE Koertzen,SJA Taufel,24.71,3657.0,0.0,0.0
Final,New Wanderers Stadium,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore,field,Deccan Chargers,runs,6.0,144.0,20.0,RE Koertzen,SJA Taufel,0.83,35.0,24.2,45.0
League,Dr DY Patil Sports Academy,Deccan Chargers,Kolkata Knight Riders,Deccan Chargers,field,Kolkata Knight Riders,runs,11.0,162.0,20.0,RE Koertzen,RB Tiffin,15.74,724.0,40.56,27.0
League,Brabourne Stadium,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Mumbai Indians,runs,4.0,213.0,20.0,RE Koertzen,RB Tiffin,20.01,3222.0,34.36,42.0
League,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,Delhi Daredevils,wickets,5.0,143.0,20.0,BR Doctrove,S Ravi,27.93,4217.0,0.0,0.0
League,Eden Gardens,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,7.0,136.0,20.0,HDPK Dharmasena,AM Saheba,19.94,1695.0,82.99,1.0
League,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Deccan Chargers,Deccan Chargers,bat,Deccan Chargers,runs,31.0,191.0,20.0,K Hariharan,DJ Harper,6.23,81.0,20.22,18.0
League,"Sardar Patel Stadium, Motera",Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,Delhi Daredevils,wickets,6.0,142.0,20.0,BG Jerling,RE Koertzen,26.23,2728.0,39.33,6.0
League,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,bat,Royal Challengers Bangalore,wickets,8.0,204.0,20.0,S Das,DJ Harper,24.77,2427.0,36.12,65.0
League,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,runs,55.0,165.0,20.0,HDPK Dharmasena,AM Saheba,24.28,4978.0,0.0,0.0
League,Feroz Shah Kotla,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,field,Mumbai Indians,runs,98.0,219.0,20.0,BR Doctrove,SK Tarapore,29.92,2334.0,590000.0,0.0
League,M Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,10.0,93.0,20.0,K Hariharan,DJ Harper,24.77,2427.0,36.12,65.0
League,Feroz Shah Kotla,Delhi Daredevils,Chennai Super Kings,Delhi Daredevils,bat,Chennai Super Kings,wickets,5.0,186.0,20.0,BR Doctrove,SK Tarapore,34.59,1107.0,0.0,0.0
League,Barabati Stadium,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,Deccan Chargers,runs,6.0,171.0,20.0,BF Bowden,M Erasmus,27.06,974.0,34.7,20.0
League,"Sardar Patel Stadium, Motera",Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,Rajasthan Royals,runs,34.0,169.0,20.0,RE Koertzen,RB Tiffin,12.06,217.0,129.99,1.0
League,Brabourne Stadium,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,Royal Challengers Bangalore,wickets,7.0,152.0,20.0,HDPK Dharmasena,SS Hazare,24.77,2427.0,36.12,65.0
League,Barabati Stadium,Deccan Chargers,Delhi Daredevils,Deccan Chargers,bat,Deccan Chargers,runs,10.0,172.0,20.0,BF Bowden,M Erasmus,27.06,974.0,34.7,20.0
League,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,field,Kings XI Punjab,tie,-1.0,137.0,20.0,K Hariharan,DJ Harper,1.0,10.0,28.27,11.0
League,Brabourne Stadium,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,bat,Mumbai Indians,wickets,7.0,156.0,20.0,SS Hazare,SJA Taufel,29.92,2334.0,590000.0,0.0
